,Date,Continents,Country,Gender,Visitors,Visitors Same Period Previous Year,Growth
6361,2018-03-01,Europe,France,female,2137,2151,-0.7
6364,2018-04-01,Europe,France,male,5775,5591,3.3
6365,2018-04-01,Europe,France,female,3857,3507,10.0
6368,2018-05-01,Europe,France,male,5233,5039,3.8
6369,2018-05-01,Europe,France,female,3245,2842,14.2
6372,2018-06-01,Europe,France,male,4356,4304,1.2
6373,2018-06-01,Europe,France,female,2552,2338,9.2
6376,2018-07-01,Europe,France,male,5043,4835,4.3
6377,2018-07-01,Europe,France,female,3804,3135,21.3
6380,2018-08-01,Europe,France,male,5431,4964,9.4
6381,2018-08-01,Europe,France,female,4521,3838,17.8
6384,2018-09-01,Europe,France,male,4540,4678,-2.9
6385,2018-09-01,Europe,France,female,2669,2258,18.2
6388,2018-10-01,Europe,France,male,6221,5360,16.1
6389,2018-10-01,Europe,France,female,3818,3057,24.9
6392,2018-11-01,Europe,France,male,4715,4518,4.4
6393,2018-11-01,Europe,France,female,2397,2078,15.4
6396,2018-12-01,Europe,France,male,3424,3353,2.1
6397,2018-12-01,Europe,France,female,1829,1714,6.7
6400,2019-01-01,Europe,France,male,3390,3576,-5.2
6401,2019-01-01,Europe,France,female,1591,1740,-8.6
6404,2019-02-01,Europe,France,male,3329,4397,-24.3
6405,2019-02-01,Europe,France,female,1940,2286,-15.1
6408,2019-03-01,Europe,France,male,4327,4443,-2.6
6409,2019-03-01,Europe,France,female,2542,2137,19.0
6412,2019-04-01,Europe,France,male,6212,5775,7.6
6413,2019-04-01,Europe,France,female,4671,3857,21.1
6416,2019-05-01,Europe,France,male,5653,5233,8.0
6417,2019-05-01,Europe,France,female,3820,3245,17.7
6420,2019-06-01,Europe,France,male,4650,4356,6.7
6421,2019-06-01,Europe,France,female,3110,2552,21.9
6424,2019-07-01,Europe,France,male,5347,5043,6.0
6425,2019-07-01,Europe,France,female,4536,3804,19.2
6428,2019-08-01,Europe,France,male,6419,5431,18.2
6429,2019-08-01,Europe,France,female,5697,4521,26.0
6432,2019-09-01,Europe,France,male,5629,4540,24.0
6433,2019-09-01,Europe,France,female,3797,2669,42.3
6436,2019-10-01,Europe,France,male,6885,6221,10.7
6437,2019-10-01,Europe,France,female,4763,3818,24.8
6440,2019-11-01,Europe,France,male,4828,4715,2.4
6441,2019-11-01,Europe,France,female,2653,2397,10.7
6444,2019-12-01,Europe,France,male,3874,3424,13.1
6445,2019-12-01,Europe,France,female,2328,1829,27.3
6448,2020-01-01,Europe,France,male,3284,3390,-3.1
6449,2020-01-01,Europe,France,female,2061,1591,29.5
6452,2020-02-01,Europe,France,male,2654,3329,-20.3
6453,2020-02-01,Europe,France,female,1956,1940,0.8
6456,2020-03-01,Europe,France,male,537,4327,-87.6
6457,2020-03-01,Europe,France,female,475,2542,-81.3
6460,2020-04-01,Europe,France,male,100,6212,-98.4
6461,2020-04-01,Europe,France,female,33,4671,-99.3
6464,2020-05-01,Europe,France,male,83,5653,-98.5
6465,2020-05-01,Europe,France,female,11,3820,-99.7
6468,2020-06-01,Europe,France,male,87,4650,-98.1
6469,2020-06-01,Europe,France,female,21,3110,-99.3
6472,2020-07-01,Europe,France,male,137,5347,-97.4
6473,2020-07-01,Europe,France,female,55,4536,-98.8
6476,2020-08-01,Europe,France,male,646,6419,-89.9
6477,2020-08-01,Europe,France,female,489,5697,-91.4
6480,2020-09-01,Europe,France,male,148,5629,-97.4
6481,2020-09-01,Europe,France,female,79,3797,-97.9
6484,2020-10-01,Europe,France,male,175,6885,-97.5
6485,2020-10-01,Europe,France,female,66,4763,-98.6
6488,2020-11-01,Europe,France,male,173,4828,-96.4
6489,2020-11-01,Europe,France,female,88,2653,-96.7
6492,2020-12-01,Europe,France,male,107,3874,-97.2
6493,2020-12-01,Europe,France,female,52,2328,-97.8
6496,2021-01-01,Europe,France,male,215,3284,-93.5
6497,2021-01-01,Europe,France,female,168,2061,-91.8
6500,2021-02-01,Europe,France,male,498,2654,-81.2
6501,2021-02-01,Europe,France,female,681,1956,-65.2
6504,2021-03-01,Europe,France,male,96,537,-82.1
6505,2021-03-01,Europe,France,female,44,475,-90.7
6508,2021-04-01,Europe,France,male,88,100,-12.0
6509,2021-04-01,Europe,France,female,18,33,-45.5
6512,2021-05-01,Europe,France,male,104,83,25.3
6513,2021-05-01,Europe,France,female,35,11,218.2
6516,2021-06-01,Europe,France,male,125,87,43.7
6517,2021-06-01,Europe,France,female,24,21,14.3
6520,2021-07-01,Europe,France,male,237,137,73.0
6521,2021-07-01,Europe,France,female,94,55,70.9
6524,2021-08-01,Europe,France,male,663,646,2.6
6525,2021-08-01,Europe,France,female,558,489,14.1
6528,2021-09-01,Europe,France,male,559,148,277.7
6529,2021-09-01,Europe,France,female,345,79,336.7
6532,2021-10-01,Europe,France,male,594,175,239.4
6533,2021-10-01,Europe,France,female,320,66,384.8
6536,2021-11-01,Europe,France,male,673,173,289.0
6537,2021-11-01,Europe,France,female,335,88,280.7
6540,2021-12-01,Europe,France,male,346,107,223.4
6541,2021-12-01,Europe,France,female,210,52,303.8
6544,2022-01-01,Europe,France,male,449,215,108.8
6545,2022-01-01,Europe,France,female,322,168,91.7
6548,2022-02-01,Europe,France,male,858,498,72.3
6549,2022-02-01,Europe,France,female,1156,681,69.8
6552,2022-03-01,Europe,France,male,343,96,257.3
6553,2022-03-01,Europe,France,female,273,44,520.5
6556,2022-04-01,Europe,France,male,1472,88,1572.7
6557,2022-04-01,Europe,France,female,1132,18,6188.9
6560,2022-05-01,Europe,France,male,1940,104,1765.4
6561,2022-05-01,Europe,France,female,1504,35,4197.1
6564,2022-06-01,Europe,France,male,1912,125,1429.6
6565,2022-06-01,Europe,France,female,1418,24,5808.3
6568,2022-07-01,Europe,France,male,2616,237,1003.8
6569,2022-07-01,Europe,France,female,2511,94,2571.3
6572,2022-08-01,Europe,France,male,4081,663,515.5
6573,2022-08-01,Europe,France,female,3910,558,600.7
6576,2022-09-01,Europe,France,male,3386,559,505.7
6577,2022-09-01,Europe,France,female,2918,345,745.8
6580,2022-10-01,Europe,France,male,4544,594,665.0
6581,2022-10-01,Europe,France,female,4062,320,1169.4
6584,2022-11-01,Europe,France,male,3657,673,443.4
6585,2022-11-01,Europe,France,female,2379,335,610.1
6588,2022-12-01,Europe,France,male,2877,346,731.5
6589,2022-12-01,Europe,France,female,2164,210,930.5
6592,2023-01-01,Europe,France,male,2260,449,403.3
6593,2023-01-01,Europe,France,female,1593,322,394.7
6596,2023-02-01,Europe,France,male,3014,858,251.3
6597,2023-02-01,Europe,France,female,2650,1156,129.2
6600,2023-03-01,Europe,France,male,4824,343,1306.4
6601,2023-03-01,Europe,France,female,3979,273,1357.5
6604,2023-04-01,Europe,France,male,7237,1472,391.6
6605,2023-04-01,Europe,France,female,7593,1132,570.8
6608,2023-05-01,Europe,France,male,6158,1940,217.4
6609,2023-05-01,Europe,France,female,5984,1504,297.9
6612,2023-06-01,Europe,France,male,4315,1912,125.7
6613,2023-06-01,Europe,France,female,4111,1418,189.9
6616,2023-07-01,Europe,France,male,5699,2616,117.9
6617,2023-07-01,Europe,France,female,5831,2511,132.2
6620,2023-08-01,Europe,France,male,7663,4081,87.8
6621,2023-08-01,Europe,France,female,7899,3910,102.0
6624,2016-01-01,Asia,GCC,male,990,1026,-3.5
6625,2016-01-01,Asia,GCC,female,520,446,16.6
6628,2016-02-01,Asia,GCC,male,1050,957,9.7
6629,2016-02-01,Asia,GCC,female,410,355,15.5
6632,2016-03-01,Asia,GCC,male,1479,1717,-13.9
6633,2016-03-01,Asia,GCC,female,1161,970,19.7
6636,2016-04-01,Asia,GCC,male,1113,1408,-21.0
6637,2016-04-01,Asia,GCC,female,673,771,-12.7
6640,2016-05-01,Asia,GCC,male,1420,1437,-1.2
6641,2016-05-01,Asia,GCC,female,608,580,4.8
6644,2016-06-01,Asia,GCC,male,541,753,-28.2
6645,2016-06-01,Asia,GCC,female,314,375,-16.3
6648,2016-07-01,Asia,GCC,male,2160,1163,85.7
6649,2016-07-01,Asia,GCC,female,2005,901,122.5
6652,2016-08-01,Asia,GCC,male,2102,1741,20.7
6653,2016-08-01,Asia,GCC,female,1616,946,70.8
6656,2016-09-01,Asia,GCC,male,1532,1717,-10.8
6657,2016-09-01,Asia,GCC,female,956,659,45.1
6660,2016-10-01,Asia,GCC,male,1256,1453,-13.6
6661,2016-10-01,Asia,GCC,female,501,452,10.8
6664,2016-11-01,Asia,GCC,male,1511,1166,29.6
6665,2016-11-01,Asia,GCC,female,620,444,39.6
6668,2016-12-01,Asia,GCC,male,1154,995,16.0
6669,2016-12-01,Asia,GCC,female,817,679,20.3
6672,2017-01-01,Asia,GCC,male,892,990,-9.9
6673,2017-01-01,Asia,GCC,female,587,520,12.9
6676,2017-02-01,Asia,GCC,male,1025,1050,-2.4
6677,2017-02-01,Asia,GCC,female,446,410,8.8
6680,2017-03-01,Asia,GCC,male,1691,1479,14.3
6681,2017-03-01,Asia,GCC,female,1417,1161,22.0
6684,2017-04-01,Asia,GCC,male,1416,1113,27.2
6685,2017-04-01,Asia,GCC,female,1060,673,57.5
6688,2017-05-01,Asia,GCC,male,1098,1420,-22.7
6689,2017-05-01,Asia,GCC,female,526,608,-13.5
6692,2017-06-01,Asia,GCC,male,844,541,56.0
6693,2017-06-01,Asia,GCC,female,670,314,113.4
6696,2017-07-01,Asia,GCC,male,2137,2160,-1.1
6697,2017-07-01,Asia,GCC,female,1943,2005,-3.1
6700,2017-08-01,Asia,GCC,male,2093,2102,-0.4
6701,2017-08-01,Asia,GCC,female,1876,1616,16.1
6704,2017-09-01,Asia,GCC,male,1457,1532,-4.9
6705,2017-09-01,Asia,GCC,female,823,956,-13.9
6708,2017-10-01,Asia,GCC,male,1588,1256,26.4
6709,2017-10-01,Asia,GCC,female,639,501,27.5
6712,2017-11-01,Asia,GCC,male,1187,1511,-21.4
6713,2017-11-01,Asia,GCC,female,558,620,-10.0
6716,2017-12-01,Asia,GCC,male,1033,1154,-10.5
6717,2017-12-01,Asia,GCC,female,791,817,-3.2
6720,2018-01-01,Asia,GCC,male,1142,892,28.0
6721,2018-01-01,Asia,GCC,female,644,587,9.7
6724,2018-02-01,Asia,GCC,male,893,1025,-12.9
6725,2018-02-01,Asia,GCC,female,357,446,-20.0
6728,2018-03-01,Asia,GCC,male,1633,1691,-3.4
6729,2018-03-01,Asia,GCC,female,1328,1417,-6.3
6732,2018-04-01,Asia,GCC,male,1485,1416,4.9
6733,2018-04-01,Asia,GCC,female,967,1060,-8.8
6736,2018-05-01,Asia,GCC,male,862,1098,-21.5
6737,2018-05-01,Asia,GCC,female,408,526,-22.4
6740,2018-06-01,Asia,GCC,male,1394,844,65.2
6741,2018-06-01,Asia,GCC,female,1179,670,76.0
6744,2018-07-01,Asia,GCC,male,2095,2137,-2.0
6745,2018-07-01,Asia,GCC,female,1880,1943,-3.2
6748,2018-08-01,Asia,GCC,male,2194,2093,4.8
6749,2018-08-01,Asia,GCC,female,2057,1876,9.6
6752,2018-09-01,Asia,GCC,male,1334,1457,-8.4
6753,2018-09-01,Asia,GCC,female,601,823,-27.0
6756,2018-10-01,Asia,GCC,male,1566,1588,-1.4
6757,2018-10-01,Asia,GCC,female,801,639,25.4
6760,2018-11-01,Asia,GCC,male,1265,1187,6.6
6761,2018-11-01,Asia,GCC,female,692,558,24.0
6764,2018-12-01,Asia,GCC,male,1299,1033,25.8
6765,2018-12-01,Asia,GCC,female,1041,791,31.6
6768,2019-01-01,Asia,GCC,male,1132,1142,-0.9
6769,2019-01-01,Asia,GCC,female,612,644,-5.0
6772,2019-02-01,Asia,GCC,male,994,893,11.3
6773,2019-02-01,Asia,GCC,female,452,357,26.6
6776,2019-03-01,Asia,GCC,male,1658,1633,1.5
6777,2019-03-01,Asia,GCC,female,1326,1328,-0.2
6780,2019-04-01,Asia,GCC,male,1812,1485,22.0
6781,2019-04-01,Asia,GCC,female,1423,967,47.2
6784,2019-05-01,Asia,GCC,male,655,862,-24.0
6785,2019-05-01,Asia,GCC,female,252,408,-38.2
6788,2019-06-01,Asia,GCC,male,2831,1394,103.1
6789,2019-06-01,Asia,GCC,female,1749,1179,48.3
6792,2019-07-01,Asia,GCC,male,2379,2095,13.6
6793,2019-07-01,Asia,GCC,female,2216,1880,17.9
6796,2019-08-01,Asia,GCC,male,2627,2194,19.7
6797,2019-08-01,Asia,GCC,female,2611,2057,26.9
6800,2019-09-01,Asia,GCC,male,1579,1334,18.4
6801,2019-09-01,Asia,GCC,female,834,601,38.8
6804,2019-10-01,Asia,GCC,male,1469,1566,-6.2
6805,2019-10-01,Asia,GCC,female,902,801,12.6
6808,2019-11-01,Asia,GCC,male,1712,1265,35.3
6809,2019-11-01,Asia,GCC,female,825,692,19.2
6812,2019-12-01,Asia,GCC,male,1369,1299,5.4
6813,2019-12-01,Asia,GCC,female,1059,1041,1.7
6816,2020-01-01,Asia,GCC,male,1154,1132,1.9
6817,2020-01-01,Asia,GCC,female,962,612,57.2
6820,2020-02-01,Asia,GCC,male,539,994,-45.8
6821,2020-02-01,Asia,GCC,female,214,452,-52.7
6824,2020-03-01,Asia,GCC,male,38,1658,-97.7
6825,2020-03-01,Asia,GCC,female,14,1326,-98.9
6828,2020-04-01,Asia,GCC,male,8,1812,-99.6
6829,2020-04-01,Asia,GCC,female,8,1423,-99.4
6832,2020-05-01,Asia,GCC,male,6,655,-99.1
6833,2020-05-01,Asia,GCC,female,1,252,-99.6
6836,2020-06-01,Asia,GCC,male,37,2831,-98.7
6837,2020-06-01,Asia,GCC,female,22,1749,-98.7
6840,2020-07-01,Asia,GCC,male,37,2379,-98.4
6841,2020-07-01,Asia,GCC,female,26,2216,-98.8
6844,2020-08-01,Asia,GCC,male,21,2627,-99.2
6845,2020-08-01,Asia,GCC,female,33,2611,-98.7
6848,2020-09-01,Asia,GCC,male,35,1579,-97.8
6849,2020-09-01,Asia,GCC,female,24,834,-97.1
6852,2020-10-01,Asia,GCC,male,91,1469,-93.8
6853,2020-10-01,Asia,GCC,female,48,902,-94.7
6856,2020-11-01,Asia,GCC,male,66,1712,-96.1
6857,2020-11-01,Asia,GCC,female,29,825,-96.5
6860,2020-12-01,Asia,GCC,male,44,1369,-96.8
6861,2020-12-01,Asia,GCC,female,23,1059,-97.8
6864,2021-01-01,Asia,GCC,male,37,1154,-96.8
6865,2021-01-01,Asia,GCC,female,30,962,-96.9
6868,2021-02-01,Asia,GCC,male,97,539,-82.0
6869,2021-02-01,Asia,GCC,female,60,214,-72.0
6872,2021-03-01,Asia,GCC,male,80,38,110.5
6873,2021-03-01,Asia,GCC,female,21,14,50.0
6876,2021-04-01,Asia,GCC,male,37,8,362.5
6877,2021-04-01,Asia,GCC,female,18,8,125.0
6880,2021-05-01,Asia,GCC,male,70,6,1066.7
6881,2021-05-01,Asia,GCC,female,35,1,3400.0
6884,2021-06-01,Asia,GCC,male,85,37,129.7
6885,2021-06-01,Asia,GCC,female,38,22,72.7
6888,2021-07-01,Asia,GCC,male,121,37,227.0
6889,2021-07-01,Asia,GCC,female,64,26,146.2
6892,2021-08-01,Asia,GCC,male,193,21,819.0
6893,2021-08-01,Asia,GCC,female,94,33,184.8
6896,2021-09-01,Asia,GCC,male,125,35,257.1
6897,2021-09-01,Asia,GCC,female,41,24,70.8
6900,2021-10-01,Asia,GCC,male,312,91,242.9
6901,2021-10-01,Asia,GCC,female,69,48,43.8
6904,2021-11-01,Asia,GCC,male,224,66,239.4
6905,2021-11-01,Asia,GCC,female,58,29,100.0
6908,2021-12-01,Asia,GCC,male,161,44,265.9
6909,2021-12-01,Asia,GCC,female,107,23,365.2
6912,2022-01-01,Asia,GCC,male,108,37,191.9
6913,2022-01-01,Asia,GCC,female,75,30,150.0
6916,2022-02-01,Asia,GCC,male,196,97,102.1
6917,2022-02-01,Asia,GCC,female,120,60,100.0
6920,2022-03-01,Asia,GCC,male,206,80,157.5
6921,2022-03-01,Asia,GCC,female,66,21,214.3
6924,2022-04-01,Asia,GCC,male,206,37,456.8
6925,2022-04-01,Asia,GCC,female,94,18,422.2
6928,2022-05-01,Asia,GCC,male,566,70,708.6
6929,2022-05-01,Asia,GCC,female,287,35,720.0
6932,2022-06-01,Asia,GCC,male,721,85,748.2
6933,2022-06-01,Asia,GCC,female,432,38,1036.8
6936,2022-07-01,Asia,GCC,male,930,121,668.6
6937,2022-07-01,Asia,GCC,female,803,64,1154.7
6940,2022-08-01,Asia,GCC,male,1014,193,425.4
6941,2022-08-01,Asia,GCC,female,814,94,766.0
6944,2022-09-01,Asia,GCC,male,954,125,663.2
6945,2022-09-01,Asia,GCC,female,600,41,1363.4
6948,2022-10-01,Asia,GCC,male,1155,312,270.2
6949,2022-10-01,Asia,GCC,female,755,69,994.2
6952,2022-11-01,Asia,GCC,male,1905,224,750.4
6953,2022-11-01,Asia,GCC,female,934,58,1510.3
6956,2022-12-01,Asia,GCC,male,831,161,416.1
6957,2022-12-01,Asia,GCC,female,712,107,565.4
6960,2023-01-01,Asia,GCC,male,595,108,450.9
6961,2023-01-01,Asia,GCC,female,428,75,470.7
6964,2023-02-01,Asia,GCC,male,688,196,251.0
6965,2023-02-01,Asia,GCC,female,448,120,273.3
6968,2023-03-01,Asia,GCC,male,1157,206,461.7
6969,2023-03-01,Asia,GCC,female,869,66,1216.7
6972,2023-04-01,Asia,GCC,male,1034,206,401.9
6973,2023-04-01,Asia,GCC,female,1010,94,974.5
6976,2023-05-01,Asia,GCC,male,1745,566,208.3
6977,2023-05-01,Asia,GCC,female,1108,287,286.1
6980,2023-06-01,Asia,GCC,male,1590,721,120.5
6981,2023-06-01,Asia,GCC,female,1381,432,219.7
6984,2023-07-01,Asia,GCC,male,2117,930,127.6
6985,2023-07-01,Asia,GCC,female,1815,803,126.0
6988,2023-08-01,Asia,GCC,male,1353,1014,33.4
6989,2023-08-01,Asia,GCC,female,1157,814,42.1
6992,2016-01-01,Europe,Germany,male,5021,4316,16.3
6993,2016-01-01,Europe,Germany,female,1548,1303,18.8
6996,2016-02-01,Europe,Germany,male,4543,4187,8.5
6997,2016-02-01,Europe,Germany,female,1541,1233,25.0
7000,2016-03-01,Europe,Germany,male,7103,7015,1.3
7001,2016-03-01,Europe,Germany,female,2910,2187,33.1
7004,2016-04-01,Europe,Germany,male,6998,6249,12.0
7005,2016-04-01,Europe,Germany,female,2187,2067,5.8
7008,2016-05-01,Europe,Germany,male,6145,5829,5.4
7009,2016-05-01,Europe,Germany,female,2329,1935,20.4
7012,2016-06-01,Europe,Germany,male,5847,4818,21.4
7013,2016-06-01,Europe,Germany,female,1703,1213,40.4
7016,2016-07-01,Europe,Germany,male,5889,4624,27.4
7017,2016-07-01,Europe,Germany,female,2133,1489,43.3
7020,2016-08-01,Europe,Germany,male,5908,5621,5.1
7021,2016-08-01,Europe,Germany,female,2853,2298,24.2
7024,2016-09-01,Europe,Germany,male,6450,6265,3.0
7025,2016-09-01,Europe,Germany,female,2683,2393,12.1
7028,2016-10-01,Europe,Germany,male,7906,8234,-4.0
7029,2016-10-01,Europe,Germany,female,3234,2879,12.3
7032,2016-11-01,Europe,Germany,male,6434,6707,-4.1
7033,2016-11-01,Europe,Germany,female,1682,1595,5.5
7036,2016-12-01,Europe,Germany,male,4066,4034,0.8
7037,2016-12-01,Europe,Germany,female,1429,1471,-2.9
7040,2017-01-01,Europe,Germany,male,4530,5021,-9.8
7041,2017-01-01,Europe,Germany,female,1463,1548,-5.5
7044,2017-02-01,Europe,Germany,male,5200,4543,14.5
7045,2017-02-01,Europe,Germany,female,1562,1541,1.4
7048,2017-03-01,Europe,Germany,male,7161,7103,0.8
7049,2017-03-01,Europe,Germany,female,2481,2910,-14.7
7052,2017-04-01,Europe,Germany,male,7077,6998,1.1
7053,2017-04-01,Europe,Germany,female,3223,2187,47.4
7056,2017-05-01,Europe,Germany,male,6103,6145,-0.7
7057,2017-05-01,Europe,Germany,female,2068,2329,-11.2
7060,2017-06-01,Europe,Germany,male,5259,5847,-10.1
7061,2017-06-01,Europe,Germany,female,1705,1703,0.1
7064,2017-07-01,Europe,Germany,male,5801,5889,-1.5
7065,2017-07-01,Europe,Germany,female,2123,2133,-0.5
7068,2017-08-01,Europe,Germany,male,5754,5908,-2.6
7069,2017-08-01,Europe,Germany,female,2712,2853,-4.9
7072,2017-09-01,Europe,Germany,male,6495,6450,0.7
7073,2017-09-01,Europe,Germany,female,2700,2683,0.6
7076,2017-10-01,Europe,Germany,male,7355,7906,-7.0
7077,2017-10-01,Europe,Germany,female,2861,3234,-11.5
7080,2017-11-01,Europe,Germany,male,6586,6434,2.4
7081,2017-11-01,Europe,Germany,female,1781,1682,5.9
7084,2017-12-01,Europe,Germany,male,4464,4066,9.8
7085,2017-12-01,Europe,Germany,female,1568,1429,9.7
7088,2018-01-01,Europe,Germany,male,5187,4530,14.5
7089,2018-01-01,Europe,Germany,female,1481,1463,1.2
7092,2018-02-01,Europe,Germany,male,6340,5200,21.9
7093,2018-02-01,Europe,Germany,female,2479,1562,58.7
7096,2018-03-01,Europe,Germany,male,7151,7161,-0.1
7097,2018-03-01,Europe,Germany,female,3285,2481,32.4
7100,2018-04-01,Europe,Germany,male,7162,7077,1.2
7101,2018-04-01,Europe,Germany,female,2935,3223,-8.9
7104,2018-05-01,Europe,Germany,male,6174,6103,1.2
7105,2018-05-01,Europe,Germany,female,2622,2068,26.8
7108,2018-06-01,Europe,Germany,male,5638,5259,7.2
7109,2018-06-01,Europe,Germany,female,1885,1705,10.6
7112,2018-07-01,Europe,Germany,male,5666,5801,-2.3
7113,2018-07-01,Europe,Germany,female,2522,2123,18.8
7116,2018-08-01,Europe,Germany,male,5935,5754,3.1
7117,2018-08-01,Europe,Germany,female,3196,2712,17.8
7120,2018-09-01,Europe,Germany,male,6560,6495,1.0
7121,2018-09-01,Europe,Germany,female,3349,2700,24.0
7124,2018-10-01,Europe,Germany,male,8169,7355,11.1
7125,2018-10-01,Europe,Germany,female,3516,2861,22.9
7128,2018-11-01,Europe,Germany,male,6679,6586,1.4
7129,2018-11-01,Europe,Germany,female,1908,1781,7.1
7132,2018-12-01,Europe,Germany,male,4308,4464,-3.5
7133,2018-12-01,Europe,Germany,female,1617,1568,3.1
7136,2019-01-01,Europe,Germany,male,4487,5187,-13.5
7137,2019-01-01,Europe,Germany,female,1454,1481,-1.8
7140,2019-02-01,Europe,Germany,male,4394,6340,-30.7
7141,2019-02-01,Europe,Germany,female,1708,2479,-31.1
7144,2019-03-01,Europe,Germany,male,6960,7151,-2.7
7145,2019-03-01,Europe,Germany,female,3347,3285,1.9
7148,2019-04-01,Europe,Germany,male,7417,7162,3.6
7149,2019-04-01,Europe,Germany,female,4181,2935,42.5
7152,2019-05-01,Europe,Germany,male,6418,6174,4.0
7153,2019-05-01,Europe,Germany,female,2642,2622,0.8
7156,2019-06-01,Europe,Germany,male,5571,5638,-1.2
7157,2019-06-01,Europe,Germany,female,2462,1885,30.6
7160,2019-07-01,Europe,Germany,male,5781,5666,2.0
7161,2019-07-01,Europe,Germany,female,2962,2522,17.4
7164,2019-08-01,Europe,Germany,male,6301,5935,6.2
7165,2019-08-01,Europe,Germany,female,3791,3196,18.6
7168,2019-09-01,Europe,Germany,male,7501,6560,14.3
7169,2019-09-01,Europe,Germany,female,4210,3349,25.7
7172,2019-10-01,Europe,Germany,male,8039,8169,-1.6
7173,2019-10-01,Europe,Germany,female,4216,3516,19.9
7176,2019-11-01,Europe,Germany,male,6689,6679,0.1
7177,2019-11-01,Europe,Germany,female,2246,1908,17.7
7180,2019-12-01,Europe,Germany,male,4455,4308,3.4
7181,2019-12-01,Europe,Germany,female,2031,1617,25.6
7184,2020-01-01,Europe,Germany,male,3985,4487,-11.2
7185,2020-01-01,Europe,Germany,female,1671,1454,14.9
7188,2020-02-01,Europe,Germany,male,3085,4394,-29.8
7189,2020-02-01,Europe,Germany,female,1516,1708,-11.2
7192,2020-03-01,Europe,Germany,male,494,6960,-92.9
7193,2020-03-01,Europe,Germany,female,409,3347,-87.8
7196,2020-04-01,Europe,Germany,male,43,7417,-99.4
7197,2020-04-01,Europe,Germany,female,23,4181,-99.4
7200,2020-05-01,Europe,Germany,male,83,6418,-98.7
7201,2020-05-01,Europe,Germany,female,16,2642,-99.4
7204,2020-06-01,Europe,Germany,male,174,5571,-96.9
7205,2020-06-01,Europe,Germany,female,37,2462,-98.5
7208,2020-07-01,Europe,Germany,male,222,5781,-96.2
7209,2020-07-01,Europe,Germany,female,64,2962,-97.8
7212,2020-08-01,Europe,Germany,male,491,6301,-92.2
7213,2020-08-01,Europe,Germany,female,344,3791,-90.9
7216,2020-09-01,Europe,Germany,male,328,7501,-95.6
7217,2020-09-01,Europe,Germany,female,63,4210,-98.5
7220,2020-10-01,Europe,Germany,male,369,8039,-95.4
7221,2020-10-01,Europe,Germany,female,60,4216,-98.6
7224,2020-11-01,Europe,Germany,male,353,6689,-94.7
7225,2020-11-01,Europe,Germany,female,55,2246,-97.6
7228,2020-12-01,Europe,Germany,male,183,4455,-95.9
7229,2020-12-01,Europe,Germany,female,51,2031,-97.5
7232,2021-01-01,Europe,Germany,male,365,3985,-90.8
7233,2021-01-01,Europe,Germany,female,84,1671,-95.0
7236,2021-02-01,Europe,Germany,male,504,3085,-83.7
7237,2021-02-01,Europe,Germany,female,395,1516,-73.9
7240,2021-03-01,Europe,Germany,male,328,494,-33.6
7241,2021-03-01,Europe,Germany,female,67,409,-83.6
